Order,Chart,Row,Artist,Album,Date Finished,Primary Genre,Specific Genre,Average Rating,Ratings by Listen,,,,,,,,,,,,,,,
200,2,5,The Roots,The Tipping Point,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
201,2,5,Gorillaz,The Fall,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
202,2,5,Vulfpeck,The Beautiful Game,1/1/2017,R&B,,N/A,,,,,,,,,,,,,,,,
203,2,5,Vulfpeck,Thrill of the Arts,1/1/2017,R&B,,N/A,,,,,,,,,,,,,,,,
204,2,5,Vulfpeck,Fugue State,1/1/2017,R&B,,N/A,,,,,,,,,,,,,,,,
205,2,6,Vulfpeck,My First Car,1/1/2017,R&B,,N/A,,,,,,,,,,,,,,,,
206,2,6,Vulfpeck,Vollmilch,1/1/2017,R&B,,N/A,,,,,,,,,,,,,,,,
207,2,6,Vulfpeck,Mit Peck,1/1/2017,R&B,,N/A,,,,,,,,,,,,,,,,
208,2,6,Meg and Dia,"Here, Here, and Here",1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
209,2,6,Smashing Pumpkins,Siamese Dreams,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
210,2,6,Grouplove,Little Mess EP,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
211,2,6,The Cure,Wish,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
212,2,6,The Cure,Disintegration,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
213,2,6,The Cure,The Head on the Door,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
214,2,6,The Cure,Three Imaginary Boys,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
215,2,6,Deltron 3030,Deltron 3030,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
216,2,6,Slint,Spinderland,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
217,2,7,Fleetwood Mac,Rumors,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
218,2,7,Owen,At Home With Owen,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
219,2,7,The Front Bottoms,The Front Bottoms,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
220,2,7,Mattafix,Rhythm and Hymns,1/1/2017,Pop,,N/A,,,,,,,,,,,,,,,,
221,2,7,Mattafix,Signs of a Struggle,1/1/2017,Pop,,N/A,,,,,,,,,,,,,,,,
222,2,7,Smallpools,Lovetap!,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
223,2,7,Hozier,Hozier,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
224,2,7,The Joy Formidable,Sleep Is Day,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
225,2,7,The Joy Formidable,Hitch,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
226,2,7,The Joy Formidable,Wolf's Law,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
227,2,7,The Joy Formidable,The Big Roar,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
228,2,7,The Joy Formidable,A Balloon Called Moaning,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
229,2,8,Mom Jeans,Best Buds,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
230,2,8,Tiny Moving Parts,Celebrate,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
231,2,8,Cigarettes After Sex,Affection,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
232,2,8,Cigarettes After Sex,K.,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
233,2,8,Cigarettes After Sex,Apocolypse,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
234,2,8,Rainbow Kitten Surprise,RKS,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
235,2,8,Rainbow Kitten Surprise,Seven + Mary,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
236,2,8,Grizzly Bear,Shields,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
237,2,8,Grizzly Bear,Yellow House,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
238,2,8,of Montreal,Innocence Reaches,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
239,2,8,of Montreal,Aureate Gloom,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
240,2,8,of Montreal,lousy with sylvianbriar,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
241,2,9,King Gizzard and the Lizard Wizards,,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
242,2,9,King Gizzard and the Lizard Wizards,Oddments,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
243,2,9,The Brian Jonestown Massacre,Revelation,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
244,2,9,Brian Jonestown Massacre,Tepid Peppermint Wonderland - A Retrospective,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
245,2,9,Lily Allen,Smile,1/1/2017,Pop,,N/A,,,,,,,,,,,,,,,,
246,2,9,Lily Allen,It's Not You It's Me,1/1/2017,Pop,,N/A,,,,,,,,,,,,,,,,
247,2,9,Lily Allen,Sheezus,1/1/2017,Pop,,N/A,,,,,,,,,,,,,,,,
248,2,9,The Oh Hellos,Oh. Hello.,1/1/2017,Folk,,N/A,,,,,,,,,,,,,,,,
249,2,9,Edward Sharpe and the Magnetic Zeros,Up From Below,1/1/2017,Folk,,N/A,,,,,,,,,,,,,,,,
250,2,9,Edward Sharpe and the Magnetic Zeros,Edward Sharpe and the Magnetic Zeros,1/1/2017,Folk,,N/A,,,,,,,,,,,,,,,,
251,2,9,The Hold Steady,Almost Killed Me,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
252,2,9,The Hold Steady,Heaven Is Whenever,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
253,2,10,Halfnoise,Sudden Feeling,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
254,2,10,The Avalanches,Since I Left You,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
255,2,10,Alvvays,Alvvays,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
256,2,10,Summer Heart,About A Feeling,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
257,2,10,MF Doom,MF EP,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
258,2,10,MF Doom,Mm.. Food,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
259,2,10,Madvillian,Madvilliany,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
260,2,10,Danger Doom,The Mouse and the Mask,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
261,2,10,The Morning Benders,Big Echo,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
262,2,10,Blind Pilot,3 Rounds and a Sound,1/1/2017,Folk,Indie Folk,N/A,,,,,,,,,,,,,,,,
263,2,10,Beirut,The Flying Cup Club,1/1/2017,Folk,Indie Folk,N/A,,,,,,,,,,,,,,,,
264,2,10,Beiruit,The Riptide,1/1/2017,Folk,Indie Folk,N/A,,,,,,,,,,,,,,,,
265,2,11,Beirut,No No No,1/1/2017,Folk,Indie Folk,N/A,,,,,,,,,,,,,,,,
266,2,11,The Middle East,I Want That You Are Always Happy,1/1/2017,Folk,,N/A,,,,,,,,,,,,,,,,
267,2,11,Death Grips,The Money Store,1/1/2017,Rap,,9,9,,,,,,,,,,,,,,,
268,2,11,Death Grips,Bottomless Pit,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
269,2,11,DJ Shadow,The Mountain Will Fall,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
270,2,11,DJ Shadow,Endtroducing,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
271,2,11,Run The Jewels,Run The Jewels 1,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
272,2,11,Run The Jewels,Run The Jewels 2,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
273,2,11,Run The Jewels,Run The Jewels 3,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
274,2,11,Kaleo,A/B,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
275,2,11,Wings,Band on the Run,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
276,2,11,Wings,At The Speed of Sound,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
277,2,12,Maximo Park,Too Much Information,1/1/2017,Rock,,6.5,6.5,,,,,,,,,,,,,,,
278,2,12,Radiohead,In Rainbows,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
279,2,12,Radiohead,Kid A,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
280,2,12,Radiohead,OK Computer,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
281,2,12,Radiohead,The Bends,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
282,2,12,The Antlers,Familiars,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
283,2,12,The Antlers,(together),1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
284,2,12,The Antlers,In the Attic of the Universe,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
285,2,12,The Antlers,Uprooted,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
286,2,12,Simon and Garfunkel,Bookends,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
287,2,12,The Magnetic Fields,69 Songs About Love,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
288,2,12,Daniel Johnson,Hi How Are You: The Unfinished Album,1/1/2017,,,5.5,5.5,,,,,,,,,,,,,,,
289,3,1,Phoenix,Ti Amo,1/1/2017,Rock,,4,4,,,,,,,,,,,,,,,
290,3,1,Portugal. the Man,Woodstock,1/1/2017,Rock,,5,5,,,,,,,,,,,,,,,
291,3,1,The Beach Boys,Surfer Girl,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
292,3,1,The Beach Boys,Summer Days,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
293,3,1,The Beach Boys,Smiley Smile,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
294,3,1,The Beach Boys,Smile,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
295,3,1,Talk Talk,Spirit of Eden,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
296,3,1,Eels,Souljacker,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
297,3,1,Datarock,Red,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
298,3,1,Sam Isaac,Bears,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
299,3,1,Cassettes Won't Listen,Small Time Machine,1/1/2017,Electronic,,7,7,,,,,,,,,,,,,,,
300,3,1,Chinese Football,Chinese Football,1/1/2017,Rock,,8,8,,,,,,,,,,,,,,,
301,3,2,Matt Costa,Songs We Sing,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
302,3,2,Jack Penate,Everything Is New,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
303,3,2,Generationals,Con Law,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
304,3,2,Jeremy Messersmith,A Reluctant Graveyard,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
305,3,2,Stars,The Five Ghosts,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
306,3,2,Alexi Murdoch,Towards the Sun,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
307,3,2,Admiral Fallow,Squelling Pigs,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
308,3,2,The One AM Radio,Heaven Is Attached By A Slender Thread,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
309,3,2,The Cave Singers,No Witch,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
310,3,2,Nico Stai,Park Los Angeles,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
311,3,2,The Avalanches,Wildflower,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
312,3,2,Gnarles Barkley,The Odd Couple,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
313,3,3,Death Grips,Government Plates,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
314,3,3,Death Grips,Fashion Week,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
315,3,3,Moods,Seasons EP,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
316,3,3,Childish Gambino,Awaken My Love,1/1/2017,R&B,,N/A,,,,,,,,,,,,,,,,
317,3,3,Childish Gambino,Because the Internet,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
318,3,3,Surfing,Deep Fantasy,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
319,3,3,The Strokes,Angles,1/1/2017,Rock,Garage Rock,8,8,,,,,,,,,,,,,,,
320,3,3,Levante,Manuale Distruzione,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
321,3,3,The Style Council,Cafe Bleu,1/1/2017,Jazz,,N/A,,,,,,,,,,,,,,,,
322,3,3,Ben,Soul Wash,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
323,3,3,John Legend,Once Again,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
324,3,3,DJ Disse,When I'm Bored I Change Colors,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
325,3,4,Flying Lotus,Los Angeles,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
326,3,4,Clem Snide,Beautiful EP,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
327,3,4,Verzache,D97,1/1/2017,Electronic,,7,7,,,,,,,,,,,,,,,
328,3,4,Flying Lotus,Cosmogramma,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
329,3,4,Throbbing Gristle,20 Jazz Funk Greats,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
330,3,4,SBTRKT,SBTRKT,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
331,3,4,Jamie XX,In Colour,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
332,3,4,Burial,Untrue,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
333,3,4,Gary Newman,The Pleasure Principal,1/1/2017,Electronic,New Wave,8,8,,,,,,,,,,,,,,,
334,3,4,Aphex Twins,Windowlicker,1/1/2017,Electronic,,6,6,,,,,,,,,,,,,,,
335,3,4,Ryoji Ikeda,Dataplex,1/1/2017,Electronic,Post-Industrial Dance Music,2,2,,,,,,,,,,,,,,,
336,3,4,Secede,Tryshalsa,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
337,3,5,Kiln,Sunbox,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
338,3,5,Garmarna,Vedergallningen,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
339,3,5,Mt Wolf,Red,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
340,3,5,S,Puking and Crying,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
341,3,5,Mum,Finally We Are No One,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
342,3,5,Rome,Masse Mensch Material,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
343,3,5,Doves,The Last Broadcast,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
344,3,5,Liza Anne,Two,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
345,3,5,TIndersticks,Tindersticks,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
346,3,5,The Perishers,Let There Be Morning,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
347,3,5,The Zombies,Odyssey and Oracle,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
348,3,5,The Zombies,Begin Here,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
349,3,6,Pete Townsend,Empty Glass,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
350,3,6,Lorde,Melodrama,1/1/2017,Pop,,N/A,,,,,,,,,,,,,,,,
351,3,6,Remember,?????????,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
352,3,6,t e l e p a t h ????????,???????,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
353,3,6,t e l e p a t h ???????? and VAPERROR,????? : ?,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
354,3,6,Milo Greene,Mile Greene,1/1/2017,Folk,,N/A,,,,,,,,,,,,,,,,
355,3,6,Cinematic Orchestra,Ma Fleur,1/1/2017,Folk,Indie Folk,N/A,,,,,,,,,,,,,,,,
356,3,6,Queens of the Stone Age,Songs for the Deaf,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
357,3,6,Washed Out,Mister Mellow,1/1/2017,Electronic,Chillwave,N/A,,,,,,,,,,,,,,,,
358,3,6,Arcade Fire,Neon Bible,1/1/2017,Indie,Indie Rock,N/A,,,,,,,,,,,,,,,,
359,3,6,Alt-J,An Awesome Wave,1/1/2017,Indie,Indie Rock,7,7,,,,,,,,,,,,,,,
360,3,6,Alt-J,All Of This Is Yours,1/1/2017,Indie,Indie Rock,N/A,,,,,,,,,,,,,,,,
361,3,7,teen suicide,waste yrself,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
362,3,7,Thin Lizzy,Bad Reputation,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
363,3,7,Flume,Skin,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
364,3,7,Rozwell Kid,Precious Art,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
365,3,7,Tanlines,Highlighs,1/1/2017,Electronic,Dance,N/A,,,,,,,,,,,,,,,,
366,3,7,Wilco,A.M.,1/1/2017,Rock,Folk Rock,N/A,,,,,,,,,,,,,,,,
367,3,7,Thundercat,Drunk,1/1/2017,Jazz,Jazz Fusion,8,8,,,,,,,,,,,,,,,
368,3,7,Tyler the Creator,Wolf,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
369,3,7,Tyler the Creator,Cherry Bomb,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
370,3,7,Thin Lizzy,Thin Lizzy,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
371,3,7,Thin Lizzy,Shades of a Blue Orphanage,1/1/2017,Rock,,7,7,,,,,,,,,,,,,,,
372,3,7,Thin Lizzy,Vagabonds of the Western Worlds,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
373,3,8,Thin Lizzy,Jailbreak,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
374,3,8,Yes,Fragile,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
375,3,8,Yes,Yes,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
376,3,8,Yes,90215,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
377,3,8,Madeon,Adventure,1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
378,3,8,Brian Eno,Another Green World,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
379,3,8,Amos Lee,Amos Lee,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
380,3,8,Randy Newman,Randy Newman,1/1/2017,Rock,R&B Rock,N/A,,,,,,,,,,,,,,,,
381,3,8,Randy Newman,12 Songs,1/1/2017,Rock,R&B Rock,N/A,,,,,,,,,,,,,,,,
382,3,8,Tracy Chapman,Tracy Chapman,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
383,3,8,The Jon Spencer Blues Explosion,,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
384,3,8,Macintosh Plus,Floral Shoppe 2: The Darkest Future,1/1/2017,Electronic,Vaporwave,N/A,,,,,,,,,,,,,,,,
385,3,9,Blank Banshee,Blank Banshee 1,1/1/2017,Electronic,Vaporwave,N/A,,,,,,,,,,,,,,,,
386,3,9,Blank Banshee,MEGA,1/1/2017,Electronic,Vaporwave,N/A,,,,,,,,,,,,,,,,
387,3,9,John Mayer,Room For Squares,1/1/2017,Rock,Coffeehouse Rock,7,7,,,,,,,,,,,,,,,
388,3,9,Kero Kero Bonito,Bonito Generation,1/1/2017,Pop,,N/A,,,,,,,,,,,,,,,,
389,3,9,A Flock of Seagulls,A Flock of Seagulls,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
390,3,9,The Human League,Dare,1/1/2017,Rock,New Wave,N/A,,,,,,,,,,,,,,,,
391,3,9,Ludovin,How to Find a Party,1/1/2017,Pop,,7,7,,,,,,,,,,,,,,,
392,3,9,Childish Gambino,Kawaii,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
393,3,9,The Head and the Heart,Signs of Light,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
394,3,9,The Head and the Heart,The Head and the Heart,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
395,3,9,Foster the People,Sacred Hearts Club,1/1/2017,Rock,,6.25,5,7.5,,,,,,,,,,,,,,
396,3,9,Tyler the Creator,Flower Boy,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
397,3,10,Joywave,Content,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
398,3,10,Arcade Fire,Everything Now,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
399,3,10,Tyler the Creator ,Flower Boy,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
400,3,10,Kendrick Lamar,DAMN.,1/1/2017,Rap,,N/A,,,,,,,,,,,,,,,,
401,3,10,The Bravery,Stir the Blood,1/1/2017,Rock,,6,6,,,,,,,,,,,,,,,
402,3,10,Kevin Morby,Still Lifes,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
403,3,10,Gold Panda,Companion,1/1/2017,Electronic,Ambient Electronic,N/A,,,,,,,,,,,,,,,,
404,3,10,Gold Panda,Half of Where You Live,1/1/2017,Electronic,Ambient Electronic,N/A,,,,,,,,,,,,,,,,
405,3,10,Gold Panda,Gold Luck and Do Your Best,1/1/2017,Electronic,Ambient Electronic,N/A,,,,,,,,,,,,,,,,
406,3,10,Four Tet,Beautiful Rewind,1/1/2017,Electronic,Ambient Electronic,N/A,,,,,,,,,,,,,,,,
407,3,10,Four Tet,Pink,1/1/2017,Electronic,Ambient Electronic,N/A,,,,,,,,,,,,,,,,
408,3,10,Caribou,Our Love,1/1/2017,Electronic,Ambient Electronic,N/A,,,,,,,,,,,,,,,,
409,3,11,Norah Jones,Come Away With Me,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
410,3,11,ABC,Lexicon of Love,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
411,3,11,Roxy Music,Avalon,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
412,3,11,The Alan Parson Project,Vulture Culture,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
413,3,11,Pearl Jam,Lightning Bolt,1/1/2017,Rock,Grunge,N/A,,,,,,,,,,,,,,,,
414,3,11,Pearl Jam,Backspacer,1/1/2017,Rock,Grunge,N/A,,,,,,,,,,,,,,,,
415,3,11,Pearl Jam,Us v Them,1/1/2017,Rock,Grunge,N/A,,,,,,,,,,,,,,,,
416,3,11,Pearl Jam,Ten,1/1/2017,Rock,Grunge,N/A,,,,,,,,,,,,,,,,
417,3,11,Tom Petty and the Heartbreakers,Damn the Torpedos,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
418,3,11,U2,War,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
419,3,11,Loverboy,Get Lucky,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
